,gene_id,AE0,AE1,PCA0,PCA1,UMAP0,UMAP1,tSNE0,tSNE1
4458,DPM3,1.0145902633666992,-3.718692303,-1.145055671,0.14251849872633218,2.8222601,10.157413,-27.250273,60.82609
4459,DPP10,3.433227062225342,2.270901679992676,-3.220647181,-0.220222272,0.22397558,6.155322,50.964775,2.2971017
4460,DPP10-AS1,2.096435547,12.085058212280273,-4.485609218,0.063338108,-0.50536,2.412202,51.030685,2.3330758
4461,DPP3,-2.714742661,-7.716823101,3.0900274493378626,0.43367881940586456,11.5935955,6.7431216,-27.098888,-58.49335
4462,DPP4,-7.313550472,-2.081524611,2.1799652254119333,-1.971081286,7.5597377,8.494898,-26.812746,-7.4313164
4463,DPP4-DT,-0.10022077,12.011979103088379,-4.505202932,-0.340598147,-1.0797288,2.6926515,69.43174,18.47742
4464,DPP6,-1.189463854,10.594219207763672,-4.402482042,-0.336278123,-1.5103649,3.2666552,63.020058,22.374454
4465,DPP7,-3.757539988,-6.056950092,2.779031085206406,-0.28018281,10.315938,6.9663043,-22.713446,-30.812227
4466,DPP8,-3.583520412,-7.401016235,3.540435691594493,0.008561148,11.720142,5.665985,-7.747849,-55.5468
4467,DPP9,-4.379621029,-6.875342369,3.815488081231553,-0.190297265,11.082913,4.9696674,3.0868006,-39.09226
4468,DPP9-AS1,1.5178208351135254,1.5085206031799316,-2.989112362,-0.40795419,0.26305524,7.0576005,22.253359,56.2463
4469,DPPA2P3,1.1482362747192383,12.169002532958984,-4.565840332,-0.049548718,-1.0498471,2.3007822,59.787838,8.568114
4470,DPRXP4,3.395893096923828,5.749532699584961,-3.964080477,-0.115605491,-0.8792803,4.3142657,45.585342,32.908916
4471,DPT,-2.156622887,-1.262056947,-1.120184871,-0.911520033,3.5891106,8.632151,-8.023837,23.244537
4472,DPY19L1,-4.363790035,-7.249013424,4.0805498322298215,-0.270182661,11.8147135,3.9193592,13.884766,-56.91305
4473,DPY19L1P1,1.980947494506836,-0.444332927,-2.464449796,-0.191372388,1.0445766,7.7082934,11.812748,54.46681
4474,DPY19L1P2,2.9027271270751953,10.267576217651367,-4.392496163,0.13553042469191867,-0.7788091,2.791814,52.760475,14.716798
4475,DPY19L2,2.415778160095215,0.1291395127773285,-2.667575932,0.019730315,0.8222865,7.4735746,15.243222,53.476006
4476,DPY19L2P1,0.31099992990493774,15.277631759643555,-4.803083513,0.19449456600242984,-0.7470945,1.423278,60.09145,-9.178805
4477,DPY19L2P2,1.8281548023223877,1.4182249307632446,-2.897483085,-0.135466246,0.38237244,6.236878,22.355303,40.547688
4478,DPY19L2P3,1.9495697021484375,12.62846565246582,-4.519823328,0.13530016417909183,-0.6804549,2.3391294,53.875168,3.9394326
4479,DPY19L2P4,-0.369436562,16.75923728942871,-4.853449479,0.10043195040150873,-0.62009627,1.0820652,60.227295,-9.3238735
4480,DPY19L3,-3.243607998,-6.056605339,2.405745444177571,-0.232580143,10.13761,8.22677,-41.58494,-33.451458
4481,DPY19L4,-2.775073528,-7.678562164,3.079945156526557,0.306669122,11.8748455,6.1895037,-17.742247,-61.484074
4482,DPY30,-1.03777802,-7.255105495,1.5981159344332931,0.4766446675077753,9.523433,10.015599,-66.60337,-21.585032
4483,DPYD,-5.779325962,-5.565280437,3.9449865143808522,-1.0879662,10.677019,4.7645035,2.8134737,-24.642456
4484,DPYD-AS2,0.3494977355003357,10.76501465,-4.445608901,-0.284934628,-1.2948214,2.794962,62.25769,19.834341
4485,DPYS,-1.435129642,14.923745155334473,-4.730664196,-0.158071245,-1.9643995,2.304252,80.880424,13.636489
4486,DPYSL2,-7.176278591,-6.323691845,5.712634172,-1.291449926,11.386122,1.566263,42.789307,-45.74012
4487,DPYSL3,-5.543698788,-7.768911839,5.442258440707397,-0.005624196,11.647793,2.0533638,35.510414,-48.54568
4488,DPYSL4,6.180537700653076,1.4054394960403442,-3.073781154,0.6979885883219064,0.48053333,5.6801167,19.505873,31.029268
4489,DPYSL5,6.491791248321533,14.355169296264648,-4.796676375,0.8095930516952746,-0.10426982,1.6339512,50.76793,-23.741032
4490,DQX1,8.700178146362305,2.0643575191497803,-3.261955449,1.3150044886010883,0.77730775,4.3693852,24.412516,-1.8041667
4491,DR1,-3.561248779,-8.301109314,4.123273030455091,0.17093518500071553,12.108104,4.139526,14.0183115,-61.775604
4492,DRAIC,0.12825506925582886,4.560222148895264,-3.497094254,-0.66269127,-0.67157966,4.381232,38.00011,59.87693
4493,DRAM1,-7.006371498,-3.731042385,3.4883865128743574,-1.496897962,10.407782,5.162044,4.1975274,-27.42316
4494,DRAM2,-2.12742424,-6.566977978,1.9278478003364852,0.058580792,9.9698715,8.955289,-50.258507,-33.434635
4495,DRAP1,-2.040534735,-7.28881073,2.3041733755578386,0.33627568766087873,9.993723,8.487211,-46.76588,-24.258984
4496,DRAXIN,5.061396598815918,3.710944890975952,-3.538776482,0.3658483022018204,-0.047443375,4.8251143,31.24373,23.133556
4497,DRC1,-7.558417797,10.595114707946777,-3.660781556,-0.496265339,1.8640486,5.413487,38.64938,70.349525
4498,DRC3,-3.973464489,4.187749386,-2.427183369,-0.66323719,1.7949803,6.173388,32.642307,69.49974
4499,DRC7,-6.506861687,11.217580795288086,-4.076594184,-0.522954523,1.8964827,5.187097,40.666073,70.39932
4500,DRD1,-0.403359741,7.984199047088623,-4.015983685,-0.37079105,-0.93361723,4.253052,49.53414,32.164364
4501,DRD2,2.988006830215454,14.994743347167969,-4.697185225,0.43170171487502296,-0.30663127,1.7205297,45.59109,-2.464664
4502,DRD4,0.6038699746131897,14.972274780273438,-4.815685557,0.091614593,-0.52505183,1.7133354,55.043163,-6.8355184
4503,DRD5,1.6736640930175781,13.61095905303955,-4.721333555,0.11034973060117217,-0.7068855,1.6254692,56.330326,-4.1178074
4504,DRG1,-1.909474373,-7.785396576,2.501779342855692,0.7637109697140018,11.367978,8.11631,-46.79353,-54.091194
4505,DRG2,-1.401348829,-6.134542942,1.2118237699212977,0.20867376158539325,8.322232,10.173452,-63.135986,-6.814254
4506,DRGX,-0.03159675,12.205840110778809,-4.493224165,-0.270141457,-1.0727212,2.5451803,69.22997,18.431644
4507,DRICH1,0.3402792811393738,12.834623336791992,-4.656727652,-0.057673352,-1.090213,2.059701,63.921295,3.3407109
4508,DROSHA,-3.330858231,-8.527295113,4.064695138266452,0.4009933512732697,11.896307,4.5684204,5.7161584,-49.724598
4509,DRP2,4.894132137298584,4.454905986785889,-3.677276492,0.2692794384370485,-0.547557,4.379149,43.233543,31.659023
4510,DSC1,10.854424476623535,8.926502227783203,-4.292977769,1.1334010795160343,0.6447746,2.6350682,27.984919,-8.371609
4511,DSC2,-2.624332428,-10.60476017,4.772249424693487,1.4099941197304193,12.64863,3.654431,12.621318,-72.494446
4512,DSC3,11.58969783782959,-6.194423676,0.7059850569010533,4.011034483399058,5.096381,7.363338,15.439831,-5.6228924
4513,DSCAM,0.7863983511924744,14.899688720703125,-4.639079974,0.089915866,-0.74581045,1.8751844,55.351013,3.39707
4514,DSCAML1,-0.009374559,3.9911513328552246,-3.304653184,-0.549373202,-0.26065072,5.9907002,35.49759,48.01969
4515,DSCC1,3.0998592376708984,-5.030898094,-1.02962216,1.2209335389515248,3.7137132,11.4778385,-15.253745,33.721058
4516,DSCR9,2.518897057,11.010884284973145,-4.414080637,0.089698443,-0.6177948,2.7021494,54.00242,10.927492
4517,DSE,-4.073113918,-6.50692606,3.2979190434547925,0.16090809494988215,11.452553,6.095521,-18.928028,-61.592037
4518,DSEL,-3.025817156,-4.435694218,1.1891015252676973,-0.575903556,7.9788632,9.686385,-56.78954,-2.4828317
4519,DSG1,12.95241641998291,9.721902847290039,-4.013687992,1.5852738576061474,0.68250895,2.6904767,27.662735,-8.346543
4520,DSG1-AS1,7.639904499053955,15.378347396850586,-4.962424793,0.8858318595314506,0.47828028,2.038119,38.082436,-14.365501
4521,DSG2,-4.141822815,-11.33417225,6.530794656689019,1.0872967603302575,11.964922,0.6825638,50.694195,-64.07083
4522,DSG2-AS1,1.503051996231079,15.59524154663086,-4.807291137,0.23769620781585538,-0.50074524,1.6040523,47.385967,-5.8525786
4523,DSG3,14.564229011535645,-2.273720741,-0.215373715,4.388959061591867,5.0453653,7.3192654,15.990005,-5.095697
4524,DSG4,8.198364258,16.402507781982422,-4.936655387,0.807797194,0.54174083,2.2360294,28.144188,-8.513477
4525,DSN1,0.020557582,-7.778374672,1.3009746432603602,0.7349571983572317,8.952374,10.342577,-73.68375,-17.656418
4526,DSP,-4.45838213,-14.1919899,8.909832337920557,1.8910176077445733,11.165992,-1.0467166,69.17081,-55.28185
4527,DSPP,8.114707946777344,5.2353692054748535,-3.911911195,0.8401849203892824,0.6270361,4.0958776,24.432642,7.3143163
4528,DST,-6.029025078,-11.69349003,8.639810000615151,0.8766038142432312,11.136652,-0.84889174,68.12996,-54.211193
4529,DSTN,-5.302210808,-9.042041779,6.109469773370162,-0.187564284,11.752854,1.0042802,49.24108,-57.745033
4530,DSTNP2,0.762078583,-1.545886397,-1.940584734,-0.384224782,1.9966048,8.7046385,-0.8670365,58.2843
4531,DSTYK,-3.357904434,-6.778211117,2.9271125216900153,-0.004013959,11.11751,6.7655616,-21.04432,-44.213654
4532,DTD1,-1.088061333,-6.957051754,1.395489195272523,0.40109519178141545,8.637174,10.296018,-73.02945,-16.766336
4533,DTD1-AS1,2.9968388080596924,5.612739086151123,-3.901466631,-0.094325042,-0.75767255,4.464778,44.814404,33.97696
4534,DTD2,-0.618484378,-6.189150333,0.7483756360992972,0.42656009323526684,7.3811064,10.987034,-73.639626,10.844564
4535,DTHD1,-2.952430725,0.958949089,-1.683526627,-0.847871512,2.716113,8.683588,-12.423983,67.5718
4536,DTL,1.405538797,-9.339784622,1.3971265631928966,1.4608400159025514,5.747812,12.529106,-20.178738,22.740738
4537,DTNA,-1.83456254,-3.976933956,0.14150340897787733,-0.252058756,5.7658663,10.140931,-47.91181,28.81999
4538,DTNB,-1.948369265,-5.94982481,1.409593411744947,0.36576049911363256,8.6960335,9.902297,-60.53463,-12.745054
4539,DTNBP1,-0.961455882,-4.555856228,0.016924603,-0.186285897,5.04486,10.213953,-43.62752,40.513527
4540,DTWD1,-1.798148155,-4.729510784,0.5842585566476894,-0.259879198,6.439237,10.092185,-50.90223,21.14102
4541,DTWD2,-0.983933032,-4.995923042,0.26821300428642036,-0.03052129,5.8682947,10.616189,-59.40605,32.348846
4542,DTX1,2.9372575283050537,0.5259106159210205,-2.780870282,0.055398735675309445,0.9325681,7.1609645,18.010195,49.663723
4543,DTX2,-2.918831825,-6.010711193,2.125599511931895,0.065245835,9.806519,7.888395,-27.212032,-25.885073
4544,DTX2P1-UPK3BP1-PMS2P11,0.066374242,-3.407865286,-0.897437393,0.11665035800398198,3.950782,9.901331,-31.759354,40.18036
4545,DTX3,-1.663276672,-5.32897377,0.8018940599892695,0.096399989,7.4113197,9.897128,-50.000916,2.7033577
4546,DTX3L,-5.287234306,-8.641301155,5.7977084950682025,-0.110749622,11.603727,1.4928051,46.33503,-45.81307
4547,DTX4,-4.453250408,-5.708959579,3.097384053224684,-0.910299205,10.509281,6.0834146,-12.203858,-32.88655
4548,DTYMK,-0.007777542,-6.710887909,0.776402853,0.6629510036746787,6.9089274,11.154607,-71.98106,19.39604
4549,DUBR,0.32288604974746704,-3.05465579,-1.20740985,0.001041998,3.0633936,9.707847,-20.32699,53.643925
4550,DUOX1,-3.858433247,-5.03483057,2.1163086270030083,-0.498112181,9.29922,8.271016,-37.87074,-18.72359
4551,DUOX2,2.8476040363311768,-3.957911253,-1.101504928,0.2874003029983816,3.3714888,10.531898,-15.513196,44.832478
4552,DUOXA1,-1.998001814,-3.825514793,0.10310570227051678,-0.292667041,5.291391,10.25738,-48.671314,33.86272
4553,DUOXA2,4.618313312530518,9.314218521118164,-4.359882431,0.2163654668741591,-0.73761225,2.8262932,52.653023,11.73036
4554,DUS1L,-2.991364956,-6.940141201,2.812344079313337,0.050601623516936575,10.508538,7.1588154,-23.239927,-34.237087
4555,DUS2,-0.405587971,-4.819696426,-0.040702201,0.1920708803360219,5.232367,10.624506,-48.57542,38.26067
4556,DUS3L,-0.317166984,-5.722445488,0.37985861728627096,0.3478370010605431,6.682402,10.77534,-69.752205,13.918738
4557,DUS4L,1.8858256340026855,-4.383114815,-1.080583792,0.6435002839407642,3.166102,10.584789,-33.595913,62.0199
4558,DUS4L-BCAP29,-0.843510807,-3.084447861,-0.75066526,-0.269144719,4.0079746,9.801519,-31.763927,47.38943
4559,DUSP1,-7.235438824,-6.07404089,5.5537897980641695,-1.316950411,11.4050865,2.104496,31.95787,-39.699886
4560,DUSP10,-2.131254911,-5.661957741,1.3574108764240498,0.11412393565791328,8.391013,10.026228,-56.530865,-8.546002
4561,DUSP11,-1.226179361,-6.582381248,1.3240310067503742,0.4597833339256274,8.674155,10.213241,-67.64956,-2.8756502
4562,DUSP12,-0.272916973,-5.402927876,0.16662211416923997,0.28954482273011634,5.882627,10.881322,-61.48873,32.183243
4563,DUSP13,3.917862892150879,11.456819534301758,-4.556214028,0.20686303349508695,-0.46816614,2.1296144,49.99492,3.3989322
4564,DUSP14,1.0564303398132324,-7.163394451,0.5211881108997604,1.0269388693045005,6.5637975,11.285232,-72.01174,20.366957
4565,DUSP15,2.1649060249328613,13.27429485321045,-4.506279563,0.20559569039372036,-0.3723684,2.2748291,43.61168,0.7722719
4566,DUSP16,-4.513771534,-7.066495895,4.026106152587069,-0.255208193,11.606465,4.3677306,13.846334,-48.896996
4567,DUSP18,-1.157275915,-4.405423641,0.009390416,-0.199860507,5.3028665,10.267943,-47.084057,36.061775
4568,DUSP19,1.4879770278930664,-3.054453135,-1.514280002,0.23390593769005033,2.2926972,9.664452,-15.175156,54.18847
4569,DUSP2,0.020185828,-3.297961235,-0.946473926,0.1475721077851469,3.8158937,10.06175,-39.587948,46.9388
4570,DUSP22,-3.080831766,-5.774739265,2.0694113228905184,-0.398427277,9.441484,8.184348,-25.805779,-19.019604
4571,DUSP23,-1.227317929,-5.904695988,0.9377177450421311,0.07273507,8.133797,10.556294,-68.484726,-6.8593373
4572,DUSP26,-0.011112213,11.76836109161377,-4.543626698,-0.182255656,-1.312659,2.202322,70.73693,7.2887697
4573,DUSP27,-2.942756414,16.646652221679688,-4.964072152,-0.225728722,-1.5212052,1.1607516,73.967804,-3.196682
4574,DUSP28,0.3121744394302368,-3.052324295,-1.191584871,-0.186685227,3.142415,9.69198,-24.947893,54.179974
4575,DUSP3,-4.693963051,-7.109082699,4.234165358000249,-0.274757322,11.695766,3.8485034,14.697155,-53.001705
4576,DUSP4,-3.994865656,-4.666622162,1.9898808409857873,-0.845056298,8.914375,8.7815485,-24.28037,-22.870895
4577,DUSP5,-3.151045084,-5.054918766,1.6948844185389977,-0.089189443,8.861075,9.180929,-44.3139,-16.767918
4578,DUSP5P1,5.701303482055664,5.143587589263916,-3.828831046,0.4223901684098395,-0.51351947,4.2392883,44.24133,32.012043
4579,DUSP6,-6.60710144,-6.06695652,5.048256472238787,-1.065231853,11.474895,2.1535442,40.296783,-44.074734
4580,DUSP7,-1.999239445,-5.976371288,1.4961420797436373,0.5148769961831077,8.585343,9.755097,-42.420982,-3.5841646
4581,DUSP8,-1.096563697,-2.436628342,-1.010665192,-0.619495241,3.3186266,9.534556,-25.378262,47.09851
4582,DUSP9,8.524463653564453,1.9441182613372803,-3.257678783,1.5602308839321526,0.7027816,4.5128074,25.884182,1.0498554
4583,DUT,-1.479673624,-7.087642193,1.8010757708246992,0.5388046643791599,9.58482,9.713662,-59.12608,-23.251886
4584,DUXAP10,2.5908617973327637,-5.70294714,-0.6911895,1.0546572159645977,3.6741097,10.941793,-13.94034,39.00182
4585,DUXAP8,2.759219169616699,-4.031479836,-1.314749004,0.829580313,3.2507029,10.8101635,-13.9359665,39.00843
4586,DUXAP9,0.5278988480567932,-7.148349762,0.6935256912159339,0.8520343434212888,7.437444,10.608975,-13.94314,38.99662
4587,DUXB,-0.857061327,15.205548286437988,-4.864335059,-0.136473445,-1.2264295,1.4002098,69.92058,-4.4790277
4588,DVL1,-3.515610695,-6.662400723,3.0217857172468396,-0.227792014,10.372363,6.816539,-21.762928,-30.50129
4589,DVL2,-2.026965141,-7.280284882,2.272857186675363,0.4944267068833475,10.486606,8.190105,-35.36924,-47.692966
4590,DVL3,-3.197300673,-9.505904198,4.6050745734044884,0.8725490923789329,12.611697,3.234575,27.131275,-71.86097
4591,DXO,-0.494006932,-4.229048252,-0.347469269,-0.088389718,4.6047835,10.1398,-43.094166,41.50541
4592,DYDC2,-5.858259201,11.311176300048828,-4.150353969,-0.310363573,1.991684,4.9401274,42.44534,70.822716
4593,DYM,-3.025496721,-7.109838486,2.903363887244296,0.057997545562874626,11.379751,6.7663,-32.775402,-55.103077
4594,DYNC1H1,-7.077266693,-11.4346714,9.605271043790463,0.17593204981282703,10.9584,-1.2277931,71.23148,-53.72518
4595,DYNC1I1,6.235622882843018,-1.960603952,-2.095305722,1.3091300744999061,1.4438696,9.319949,-7.9698105,43.123165
4596,DYNC1I2,-4.1442976,-8.314764023,4.618098726751604,0.15787499750511827,12.115673,3.4244695,18.985432,-59.498405
4597,DYNC1LI1,-2.119724035,-6.873451233,2.09234329,0.13632065256476464,10.127316,8.922156,-51.13055,-35.126213
4598,DYNC1LI2,-5.380662441,-7.933810711,5.390622331637039,-0.186068161,11.747813,1.9477166,38.610287,-51.484264
4599,DYNC2H1,-4.553833961,-6.195068836,3.494806310731241,-0.324393626,11.198671,5.428777,-5.8424087,-41.637264
4600,DYNC2LI1,-0.993293405,-5.012727261,0.29179370835840196,-0.027813594,5.974165,10.468527,-55.721184,29.448793
4601,DYNLL1,-3.100985527,-8.27441597,3.7098825798052615,0.6896759431765216,12.389853,5.409561,-7.8851657,-69.12097
4602,DYNLL2,-4.311291695,-8.22664547,4.698591307657184,0.076435592,11.980304,3.1002848,23.818018,-55.966187
4603,DYNLRB1,-2.803689718,-7.500876427,2.9840871660707258,0.26495990514353224,11.487153,6.8972273,-28.423203,-55.6775
4604,DYNLRB2,-5.695480347,13.207490921020508,-4.475187338,-0.276086381,2.031631,4.631455,44.980564,71.66114
4605,DYNLT1,-1.901507854,-7.485048771,2.3255090520372645,0.2633034341775514,10.745624,8.6622,-51.93339,-39.421055
4606,DYNLT3,-0.814635634,-7.880616665,1.825751559394432,0.7883168277934811,9.974259,9.470437,-61.015686,-30.071404
4607,DYRK1A,-4.957449436,-7.897315025,5.023945147064224,-0.094997213,11.911575,2.629041,29.363348,-53.112953
4608,DYRK1B,-1.438760757,-5.309937,0.7003379523546535,0.12244772134254737,6.849685,10.291454,-45.754154,10.093588
4609,DYRK2,-3.359421015,-7.933595657,3.7198017885815164,0.29129652541427964,12.044718,5.3061666,-6.5598807,-59.85184
4610,DYRK3,-2.87817049,-5.33386898,1.651147383800694,-0.362414996,8.839685,9.205864,-49.803123,-11.982586
4611,DYRK4,-0.198128745,-4.659444332,-0.27619753,0.17618014181075875,4.773415,10.648903,-48.610798,44.056076
4612,DYSF,-4.579945564,-4.54979229,2.375530621828672,-0.774417278,9.213966,6.8618555,-7.9246387,-15.742174
4613,DZANK1,0.49951326847076416,-2.733534575,-1.381470175,-0.218352102,2.7913318,9.471141,-15.425003,63.81691
4614,DZIP1,-0.477493405,-5.34802866,0.2853882872397821,0.4611585632899442,6.1303325,10.446734,-52.96707,10.804153
4615,DZIP1L,-0.58697474,-4.00834322,-0.425371927,0.022576372294911395,4.714116,10.045446,-35.134415,40.784176
4616,DZIP3,-2.628559828,-5.451265812,1.5693266882198031,-0.20105526,8.668619,9.126932,-48.708652,-12.460551
4617,E2F1,0.8894818425178528,-7.166087627,0.5302251507036279,0.7922154701824626,5.676702,11.920789,-21.110455,27.393274
4618,E2F2,2.257230043411255,-6.177419662,-0.328665892,1.1374229454561195,4.4469514,11.859922,-17.508352,30.630182
4619,E2F3,-1.696760416,-7.236434937,2.074235516732648,0.46760875288198295,10.606541,8.75479,-57.278324,-41.192337
4620,E2F4,-3.076792955,-7.399832726,3.1582940541128997,0.261418117,11.301984,6.578629,-23.263765,-49.079243
4621,E2F5,0.5826326012611389,-4.509859085,-0.661277088,-0.027887806,4.0741596,10.619751,-42.403324,55.119297
4622,E2F6,-1.197105169,-6.341135025,1.2011828080644993,0.45603585038332856,8.329416,10.502511,-67.80439,-2.2093623
4623,E2F7,4.285350322723389,-6.970306396,-0.365308321,1.8520913922482054,4.392105,11.848766,-16.764826,30.341917
4624,E2F8,2.0466203689575195,-5.260992527,-0.676642855,0.8170174431586406,3.658453,11.3698015,-15.153535,34.864002
4625,E4F1,-1.941250324,-5.160336018,0.9468341816630582,-0.073343455,7.3068733,9.716402,-44.44207,11.155914
4626,EAF1,-2.836335421,-7.101483345,2.7583406308831617,-0.022742284,10.8917265,7.3730664,-31.685472,-41.647663
4627,EAF2,1.142482042312622,-2.454746008,-1.657262889,0.13723734195250525,1.9308062,9.215271,-5.2342677,53.7282
4628,EAPP,-1.49273181,-6.681878567,1.5438269816046337,0.13905115134722343,8.95163,9.987787,-63.712475,-18.95254
4629,EARS2,-2.780203342,-6.647447109,2.434851092213488,0.12899283745978263,10.327273,7.7896824,-25.397074,-34.46663
4630,EBAG9,-1.344363928,-6.213998795,1.1604193385323547,0.137528502,8.233901,10.3777275,-66.61405,0.31116495
4631,EBF1,-1.298954964,-1.487047791,-1.354108923,-0.444798856,3.28106,8.49396,-4.934858,24.386496
4632,EBF2,1.6592397689819336,5.058515548706055,-3.732447248,-0.35555477,-1.0345004,4.7163253,50.00212,40.223804
4633,EBF3,4.281823635101318,6.923926830291748,-3.994290357,0.21867431867954504,-1.0123645,4.266352,58.915768,32.760002
4634,EBF4,-0.10106419,-2.741217136,-1.167802217,-0.130565844,2.9435208,9.89884,-26.262741,56.284424
4635,EBI3,2.719466209411621,4.3089070320129395,-3.54871749,-0.058658061,-1.6112717,4.2778907,63.051567,34.59934
4636,EBLN2,0.5303345322608948,-1.487000823,-1.863457564,-0.291398584,2.0157504,8.506927,2.670279,63.668407
4637,EBLN3P,-3.70391655,-7.900588036,3.9730289967758248,0.023546384734179148,12.028334,4.6805825,4.845398,-62.435314
4638,EBNA1BP2,-1.520400047,-7.959959507,2.351896057260889,0.5135847752153021,10.660962,8.724927,-54.61249,-41.860123
4639,EBP,-0.988590419,-7.49362421,1.7127540568679192,0.5568816246421858,9.126604,10.057172,-68.48367,-12.404596
4640,EBPL,0.15238919854164124,-5.65012455,0.067384094,0.5147547601139026,5.8130217,11.097199,-64.9586,30.74578
4641,ECD,-2.605619431,-6.709363461,2.3481457760790185,-0.012619203,10.307983,8.161223,-42.185963,-35.496693
4642,ECE1,-4.889678955,-9.479320526,6.114212664360014,0.24823095292655745,11.682857,0.9994049,51.050884,-55.34132
4643,ECE1-AS1,2.3436262607574463,1.3129184246063232,-2.972087815,-0.176179556,0.27651015,7.0499444,21.066349,55.468704
4644,ECEL1,5.576469421386719,5.414093017578125,-3.658088393,0.40065671375639517,-0.043605488,4.3747187,34.138363,18.70646
4645,ECEL1P2,-3.032378674,11.641082763671875,-4.611727128,-0.650678298,-1.7578053,1.7381744,78.543396,-0.71428597
4646,ECH1,-3.175033092,-7.327471256,3.1640459117483135,0.11200016258099477,11.228513,6.600294,-20.475906,-48.924156
4647,ECHDC1,-3.112861633,-6.308647156,2.4788708029776148,-0.363335946,10.568479,7.723855,-48.52356,-38.673927
4648,ECHDC2,-2.410817623,-4.649795055,0.8818752427258307,-0.736393332,7.227061,9.3328905,-38.31186,5.637783
4649,ECHDC3,-0.898151159,-2.743966341,-0.921675546,-0.576101355,3.99161,10.067023,-33.651302,48.871212
4650,ECHS1,-2.862774372,-7.992199898,3.369719342498428,0.21588294022718202,11.958853,5.9300327,-13.000595,-65.21451
4651,ECI1,-0.984798491,-5.997847557,0.8882145204499138,0.11099541519948608,7.64904,10.237568,-46.52039,7.852081
4652,ECI2,-1.690219402,-5.85688448,1.181504824276838,0.036214169,8.547847,10.292766,-66.64503,-8.468458
4653,ECI2-DT,-0.213372469,14.848074913024902,-4.790783978,-0.001409899,-0.7996809,1.4298627,59.444206,-8.763977
4654,ECM1,-2.165951729,-5.299540043,1.2019224505328603,-0.105951563,7.819993,9.73412,-42.87539,-1.2682557
4655,ECM2,-2.053826571,-2.259145975,-0.674782006,-0.615811732,4.11437,8.79973,-9.7693815,22.211658
4656,ECPAS,-5.257749081,-8.710858345,5.839198374484187,-0.037361642,11.763713,1.1891419,46.85175,-54.25527
4657,ECRG4,-5.94730711,12.753625869750977,-4.52988313,-0.518738522,2.0386946,4.6653776,45.104706,71.01954
4658,ECSCR,-0.534609199,2.326219320297241,-2.935644627,-0.690477386,1.1726074,6.9886284,41.458466,53.65463
4659,ECSIT,-0.386011034,-6.401144505,0.7600054844831902,0.42685395723084596,7.3129086,10.724331,-69.209404,12.740431
4660,ECT2,-0.732834995,-11.30675602,3.799798363559204,1.5470898462019875,12.689883,4.596901,5.214916,-72.944725
4661,ECT2L,-6.110503674,6.346841812133789,-2.645005741,-0.568786433,1.8718697,6.0224566,33.432518,70.397026
4662,EDA,1.7005524635314941,-2.006291389,-1.933019747,0.069123918,1.6627722,8.92514,-3.0441077,51.66646
4663,EDA2R,-0.577242374,1.7719504833221436,-2.727598355,-0.707740386,0.8154036,7.071516,19.60361,50.126366
4664,EDAR,6.670587062835693,1.6135258674621582,-3.196659244,0.5487779562452249,0.335508,5.408027,26.534664,24.460678
4665,EDARADD,3.9319887161254883,-4.737748623,-1.017775652,1.1714330851613892,3.6641457,10.724135,-36.774025,63.480457
4666,EDC3,-2.378646851,-6.607936382,2.1065176434117667,0.24333545683800434,9.793322,8.595913,-39.221645,-21.088188
4667,EDC4,-4.038648605,-6.913675785,3.5903187189532444,-0.045852441,11.27805,5.331377,-1.9648898,-42.85881
4668,EDDM13,6.365926265716553,6.265446662902832,-4.111647647,0.39966569321794376,0.101207845,3.7545803,32.071133,14.194962
4669,EDEM1,-6.089197636,-6.998112202,5.344722668859947,-0.620120193,11.540147,2.0111983,39.3951,-45.77916
4670,EDEM2,-2.801472187,-7.002493858,2.663964140847296,-0.04051247,10.687052,7.9433136,-39.735252,-43.623978
4671,EDEM3,-4.175239563,-8.505223274,4.756455578115878,-0.010288433,12.119462,3.2896798,17.550827,-59.89354
4672,EDF1,-3.799115658,-8.04424572,4.125325927127197,0.096449441,11.737629,4.3263893,13.347423,-51.7304
4673,EDIL3,-3.587594509,-5.054816246,1.9796337480277844,-0.287216454,9.042032,7.640231,-15.381872,-11.148679
4674,EDN1,-3.107518196,-3.937805891,0.8989015420769284,-0.439288805,7.022779,9.914324,-35.08749,5.2167225
4675,EDN2,4.138430118560791,0.42579492926597595,-2.8463603,0.36106786947363684,0.43551594,6.26637,19.716452,38.57598
4676,EDN3,-1.160421848,16.884065628051758,-5.060501726,-0.10413034,-1.2110851,0.9382006,61.16517,-17.450857
4677,EDNRA,-3.858944654,-3.641239166,1.2393728290083548,-0.68402132,7.0511127,8.532116,-19.003656,-1.3525718
4678,EDNRB,-3.868016958,-1.546349168,-0.120691356,-1.360623286,4.8770566,8.670807,-12.665849,11.272246
4679,EDNRB-AS1,-1.299206257,14.602558135986328,-4.85516472,-0.262303257,-1.5534295,1.5379356,75.84011,-1.3904763
4680,EDRF1,-2.235765934,-6.177567959,1.7840328667733873,0.004607743,9.065443,9.066254,-46.95322,-13.523422
4681,EDRF1-DT,3.198181390762329,5.843225002288818,-3.862411593,-0.117397844,-0.4748621,4.275188,41.42176,26.121206
4682,EEA1,-4.056730747,-7.428812504,3.9236301330307883,-0.000488605,11.727312,4.9225097,1.5619226,-52.935696
